,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date
7688,Villarrica,Confirmed Eruption,2.0,1433,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1433/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7689,Grimsvotn,Confirmed Eruption,VEI Unknown,1430,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7690,Furnas,Confirmed Eruption,3.0,1430,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,37.77,-25.32,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7691,Tenerife,Discredited Eruption,VEI Unknown,1430,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,28.271,-16.641,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7692,Kikai,Confirmed Eruption,VEI Unknown,1430,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,30.793,130.305,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7693,Kuwae,Confirmed Eruption,VEI Unknown,1430,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-16.829,168.536,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7694,Sheveluch,Confirmed Eruption,4.0,1430,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,56.653,161.36,,1430/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7695,Asamayama,Uncertain Eruption,VEI Unknown,1427,7,7,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,36.406,138.523,,1427/7/7,End Year Unknown/End Month Unknown/End Day Unknown
7696,Fujisan,Uncertain Eruption,VEI Unknown,1427,6,28,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,35.361,138.728,,1427/6/28,End Year Unknown/End Month Unknown/End Day Unknown
7697,Nisyros,Confirmed Eruption,2.0,1422,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,36.586,27.16,,1422/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7698,Eldey,Confirmed Eruption,2.0,1422,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.733,-23.0,,1422/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7699,Izu-Oshima,Confirmed Eruption,4.0,1421,5,14,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,34.724,139.394,,1421/5/14,End Year Unknown/End Month Unknown/End Day Unknown
7700,Akutan,Confirmed Eruption,VEI Unknown,1420,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.134,-165.986,,1420/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7701,Haleakala,Confirmed Eruption,VEI Unknown,1420,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,20.708,-156.25,,1420/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7702,Taveuni,Confirmed Eruption,0.0,1420,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-16.82,-179.97,,1420/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7703,Villarrica,Confirmed Eruption,2.0,1417,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1417/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7704,Izu-Oshima,Confirmed Eruption,2.0,1416,9,2,Historical Observations,1417,1,1,34.724,139.394,1.0,1416/9/2,1417/1/1
7705,Katla,Confirmed Eruption,4.0,1416,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,1416/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7706,Izu-Oshima,Confirmed Eruption,VEI Unknown,1415,5,21,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,34.724,139.394,,1415/5/21,End Year Unknown/End Month Unknown/End Day Unknown
7707,Changbaishan,Uncertain Eruption,VEI Unknown,1413,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,41.98,128.08,,1413/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7708,Villarrica,Confirmed Eruption,2.0,1413,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1413/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7709,Kelut,Confirmed Eruption,3.0,1411,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1411/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7710,Nasudake,Confirmed Eruption,3.0,1410,3,5,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.125,139.963,,1410/3/5,End Year Unknown/End Month Unknown/End Day Unknown
7711,Kilauea,Confirmed Eruption,0.0,1410,1,1,Radiocarbon (corrected),1470,1,1,19.421,-155.287,60.0,1410/1/1,1470/1/1
7712,Bardarbunga,Confirmed Eruption,VEI Unknown,1410,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,64.633,-17.516,,1410/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7713,Villarrica,Confirmed Eruption,2.0,1410,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1410/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7714,Etna,Confirmed Eruption,3.0,1408,11,8,Historical Observations,1408,11,25,37.748,14.999,0.0,1408/11/8,1408/11/25
7715,Nasudake,Confirmed Eruption,3.0,1408,2,24,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.125,139.963,,1408/2/24,End Year Unknown/End Month Unknown/End Day Unknown
7716,Nasudake,Confirmed Eruption,3.0,1404,2,11,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.125,139.963,,1404/2/11,End Year Unknown/End Month Unknown/End Day Unknown
7717,Villarrica,Confirmed Eruption,2.0,1404,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1404/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7718,Nemrut Dagi,Confirmed Eruption,VEI Unknown,1402,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,38.654,42.229,,1402/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7719,Dubbi,Confirmed Eruption,2.0,1400,7,15,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,13.579,41.809,,1400/7/15,End Year Unknown/End Month Unknown/End Day Unknown
7720,Taranaki,Confirmed Eruption,VEI Unknown,1400,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-39.3,174.07,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7721,Zaozan [Zaosan],Confirmed Eruption,3.0,1400,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,38.144,140.44,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7722,Avachinsky,Confirmed Eruption,VEI Unknown,1400,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,53.256,158.836,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7723,Maly Semyachik,Confirmed Eruption,VEI Unknown,1400,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.135,159.674,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7724,Redoubt,Confirmed Eruption,VEI Unknown,1400,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,60.485,-152.742,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7725,Kanaga,Confirmed Eruption,VEI Unknown,1400,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,51.923,-177.168,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7726,Arenal,Confirmed Eruption,4.0,1400,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,10.463,-84.703,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7727,Terceira,Confirmed Eruption,VEI Unknown,1400,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,38.73,-27.32,,1400/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7728,Axial Seamount,Confirmed Eruption,0.0,1400,Start Month Unknown,Start Day Unknown,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,45.95,-130.0,,1400/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7729,Nasudake,Confirmed Eruption,3.0,1397,2,17,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.125,139.963,,1397/2/17,End Year Unknown/End Month Unknown/End Day Unknown
7731,Tenerife,Uncertain Eruption,VEI Unknown,1396,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,28.271,-16.641,,1396/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7732,Soufriere St. Vincent,Confirmed Eruption,VEI Unknown,1395,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,13.33,-61.18,,1395/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7733,Kelut,Confirmed Eruption,3.0,1395,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1395/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7734,Villarrica,Confirmed Eruption,2.0,1392,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1392/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7735,Grimsvotn,Confirmed Eruption,VEI Unknown,1390,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1390/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7736,Asosan,Uncertain Eruption,2.0,1390,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1390/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7737,Akita-Yakeyama,Confirmed Eruption,VEI Unknown,1390,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,39.964,140.757,,1390/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7738,Mauna Loa,Confirmed Eruption,0.0,1390,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1390/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7739,Hekla,Confirmed Eruption,3.0,1389,12,1,Historical Observations,1390,1,1,63.983,-19.666,1.0,1389/12/1,1390/1/1
7740,Asosan,Uncertain Eruption,2.0,1388,10,16,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1388/10/16,End Year Unknown/End Month Unknown/End Day Unknown
7741,Villarrica,Confirmed Eruption,2.0,1388,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1388/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7742,Asosan,Confirmed Eruption,2.0,1387,6,19,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1387/6/19,End Year Unknown/End Month Unknown/End Day Unknown
7743,Kelut,Confirmed Eruption,3.0,1385,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1385/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7744,Villarrica,Confirmed Eruption,2.0,1384,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1384/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7745,Etna,Confirmed Eruption,2.0,1381,8,6,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.748,14.999,,1381/8/6,End Year Unknown/End Month Unknown/End Day Unknown
7746,Kirishimayama,Uncertain Eruption,2.0,1381,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,31.934,130.862,,1381/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7747,Parker,Confirmed Eruption,4.0,1380,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,6.113,124.892,,1380/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7748,Merapi,Confirmed Eruption,VEI Unknown,1380,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,,1380/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7749,Calbuco,Confirmed Eruption,VEI Unknown,1380,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-41.33,-72.618,,1380/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7750,Mono-Inyo Craters,Confirmed Eruption,4.0,1380,Start Month Unknown,Start Day Unknown,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,37.804,-119.029,,1380/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7751,Asosan,Confirmed Eruption,2.0,1377,5,6,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1377/5/6,End Year Unknown/End Month Unknown/End Day Unknown
7752,Asosan,Confirmed Eruption,2.0,1376,6,20,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1376/6/20,End Year Unknown/End Month Unknown/End Day Unknown
7753,Kelut,Confirmed Eruption,3.0,1376,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1376/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7754,Asosan,Confirmed Eruption,2.0,1375,12,20,Historical Observations,1376,1,31,32.884,131.104,1.0,1375/12/20,1376/1/31
7755,Lokon-Empung,Confirmed Eruption,3.0,1375,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,1.358,124.792,,1375/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7756,Dieng Volcanic Complex,Confirmed Eruption,3.0,1375,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.2,109.879,,1375/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7757,Kolbeinsey Ridge,Confirmed Eruption,2.0,1372,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,66.67,-18.5,,1372/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7758,Grimsvotn,Confirmed Eruption,VEI Unknown,1370,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1370/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7759,Pelee,Confirmed Eruption,VEI Unknown,1370,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,14.809,-61.165,,1370/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7760,Soufriere Guadeloupe,Confirmed Eruption,4.0,1370,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,16.044,-61.664,,1370/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7761,Mauna Loa,Confirmed Eruption,0.0,1370,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1370/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7762,Aniakchak,Confirmed Eruption,VEI Unknown,1370,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,56.88,-158.17,,1370/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7763,Asosan,Uncertain Eruption,2.0,1369,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1369/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7764,Grimsvotn,Confirmed Eruption,VEI Unknown,1369,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1369/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7765,Popocatepetl,Uncertain Eruption,2.0,1363,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1363/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7766,Oraefajokull,Confirmed Eruption,5.0,1362,6,5,Historical Observations,1362,10,15,64.0,-16.65,0.0,1362/6/5,1362/10/15
7767,Niigata-Yakeyama,Confirmed Eruption,3.0,1361,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,36.921,138.036,,1361/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7768,"Chichon, El",Confirmed Eruption,5.0,1360,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,17.36,-93.228,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7769,Haleakala,Confirmed Eruption,VEI Unknown,1360,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,20.708,-156.25,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7770,Mauna Loa,Confirmed Eruption,0.0,1360,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7771,Redoubt,Confirmed Eruption,VEI Unknown,1360,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,60.485,-152.742,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7772,Healy,Confirmed Eruption,VEI Unknown,1360,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-35.004,178.973,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7773,Pacaya,Confirmed Eruption,3.0,1360,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,14.382,-90.601,,1360/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7774,Katla,Confirmed Eruption,4.0,1357,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,1357/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7775,Grimsvotn,Confirmed Eruption,VEI Unknown,1354,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1354/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7776,Popocatepetl,Confirmed Eruption,2.0,1354,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1354/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7777,"Orizaba, Pico de",Uncertain Eruption,2.0,1351,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,19.03,-97.27,,1351/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7778,Haleakala,Confirmed Eruption,VEI Unknown,1350,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,20.708,-156.25,,1350/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7779,Mono-Inyo Craters,Confirmed Eruption,4.0,1350,1,1,Dendrochronology,End Year Unknown,End Month Unknown,End Day Unknown,37.804,-119.029,,1350/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7780,Zaozan [Zaosan],Uncertain Eruption,2.0,1350,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,38.144,140.44,,1350/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7781,Krasheninnikov,Confirmed Eruption,0.0,1350,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,54.596,160.27,,1350/1/1,End Year Unknown/End Month Unknown/End Day Unknown
